Feature,Importance
CDC7,0.07199897424937952
TFR2,0.0697229320827785
NIT1,0.06936358377040468
SLC25A1,0.06906700698344041
CDK14,0.06701288336332344
ATG4D,0.06675953802809892
RPL41,0.06668902269874545
POMGNT2,0.06479035671252134
HAVCR2,0.06254835200781009
CD69,0.06233078425373314
CTSG,0.062163017316440264
TRBV7-2,0.061607135793356436
ZAP70,0.060695703645481165
PF4,0.06026789321457999
SH2D3C,0.05899688844366601
RAD54L,0.056840753901903185
CLEC16A,0.056715179239043075
ARL4C,0.05664925910847064
E2F7,0.05637148070423182
SEL1L,0.05619467809122438
APEX1,0.05582534918141996
WBP1,0.055738554825204525
CTIF,0.053432985485102634
SIPA1L1,0.05302737454380452
EXOSC8,0.052404278016469075
ALG10B,0.05131149627266257
KLRF1,0.05040963041942683
AHCTF1,0.048781991548196506
FAM219B,0.04595940638694677
PCNT,0.04445414974472505
P4HTM,0.04412040701035698
TNIP2,0.043190533553049054
HEATR1,0.04130788815251305
BBS4,0.041272118727143974
RPAP2,0.03944586142177807
MTPN,0.03866650922840347
DDX52,0.038660420780605095
SLC2A11,0.03828726159472748
PCBP1,0.03677795019436252
NFIA,0.0345496669860658
MGRN1,0.03407493635789826
RAB31,0.032806940759005115
OTOF,0.032608112022309683
LINC02491,0.03192031906696839
ATXN1,0.031506554956497325
ZNF133,0.030540350269473025
SLC46A3,0.029246543796028507
TMEM263,0.028203076776201458
UBE2K,0.02782283066857129
GMEB1,0.027478062839946478
CHST11,0.027212472180597164
OTUD7A,0.02622825739471659
MICU1,0.025140061913970287
IFITM1,0.017896971718589984
KATNIP,0.017864444976424296
TRAPPC3L,0.014657185486856154
KAZN,0.011696818157193908
CBFA2T2,0.011515009640470619
NSMCE2,0.011100414401566092
MROCKI,0.009733708165432163
SERINC2,0.009657015103498374
EEPD1,0.009435999297594722
HCK,0.008660638797474878
TRAPPC4,0.007857570070702771
SMARCA5,0.007064272030599364
KLRC1,0.006037499659756601
GMPS,0.0052880228793409775
OASL,0.005003318065664968
PSMB3,0.00486257619844592
ZNF277,0.0038911978094075383
LOC101927446,0.0017732125113820271
ANLN,0.0014693554233147221
CENPQ,0.0004021498800655422
TMEM208,0.00011701948904800142
